Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Location Where Sexual Violence Was Committed,Reported Perpetrator,Perpetrator Group Name,Single And Group Perpetrators,Weapon Carried/Used,Survivor or Victim,Survivor Or Victim Sex,Adult or Minor ,Type,SV Context,Classification,Number of Reported Victims,Reported Deaths Following the Sexual Violence,SIND Event ID
27-11-2020,"November 2020: In Central Equatoria state, a 15-year-old girl was molested by three armed men when they broke into her compound. The girl was taken to Juba Teaching Hospital for medical assistance",South Sudan,SSD,Central Equatoria,4.835797739,31.57196045,(2) 25 km Precision ,Victims Home,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,,27929
23-11-2020,"November 2020: In North Kivu province, three women were raped by unidentified armed men. The attackers also kidnapped two other civilians. ",DRC,COD,North Kivu,-1.331972294,28.76701377,(2) 25 km Precision ,No Information,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,3,,27918
21-11-2020,"November 2021: In Tigray region, five women, one of whom was eight months pregnant, were raped by Eritrean soldiers. One of the women was raped in front of her two-year-old son.This incident was reported on 11 August 2021. ",Ethiopia,ETH,Tigray,14.4050344,37.9142009,(2) 25 km Precision ,"Public Building, Market or Public Area",Foreign Force: Military,Eritrean Defence Forces,Group Perpetrator,Knife,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,5,,28810
21-11-2020,"November 2020: In Littoral region, a woman was raped and beaten by six armed men on motorbikes who stopped her vehicle. The perpetrators were arrested two weeks later",Cameroon,CMR,Littoral,4.095832805,9.770827725,(2) 25 km Precision ,"Street, Road or Field",NSA,Unidentified Armed Actor,Group Perpetrator,Knife,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,27935
19-11-2020,"August 2021: In Tigray region, a 20-year-old Tigrayan woman was raped by three Amharic-speaking men, wearing a mix of uniforms and civilian clothing, inside her home after the perpetrators broke in to search for weapons. The incident took place in November 2020.",Ethiopia,ETH,Tigray,13.99900567,36.96899414,"(3) District, Communicipality or Commune ",Victims Home,NSA,Amhara Special Forces (Ethiopia),Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,28808
18-11-2020,"November 2021: In Humera city, MiÉ??irabawi Zone, Tigray region, a 32-year-old woman was arrested and arbitrarily detained for two and a half months where she was repeatedly beaten and raped by Amhara Special Forces soldiers. This incident was reported in August 2021. ",Ethiopia,ETH,Tigray,14.28714423,36.60859108,(2) 25 km Precision ,Under Arrest/Detention,NSA,Amhara Special Forces (Ethiopia),Group Perpetrator,Knife,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,28809
18-11-2020,"November 2020: In Habana province, a female activist was sexually assaulted by police officers. She was arrested as part of a crackdown on Cuban activists and sexually abused when police discovered she was recording her arrest.",Cuba,CUB,Centro Habana,23.13333546,-82.38304129,(2) 25 km Precision ,Police Station,Police,National Revolutionary Police Force (Cuba),Group Perpetrator,Firearms,Civilian,Female,"Adult, ",SexualAssault,SV by security personnel,Gang SV Assault,1,,27920
16-11-2020,"November 2020: In Sanmatenga province, a group of 10 women were raped by gunmen whilst collecting straw in the bush near the village. The governor of the Centre-Nord region denied that the event had occurred in a later statement.",Burkina Faso,BFA,Central-North,13.4777769,-1.11510947,(2) 25 km Precision ,"Street, Road or Field",NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,10,,27901
16-11-2020,"April 2021: In Rajasthan state, a 19-year-old woman was kidnapped and held and repeatedly raped for six months by 12 men, including a police officer. She was kidnapped on November 16 2020  and was assaulted in different places.",India,IND,Rajasthan,24.578721,73.6862571,"(3) District, Communicipality or Commune ",In Captivity,Police,India Police,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Gang SV Assault,1,,30615
15-11-2020,"November 2020: In Tigray, a Tigrayan woman was raped at gunpoint by an ENDF soldier as she fled conflict near the Sudanese border.",Ethiopia,ETH,Tigray,14.28084116,36.60919189,(2) 25 km Precision ,"Street, Road or Field",Armed Forces of Government or Self-Declared Government,Ethiopian National Defense Forces,Single Serpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Single Rape/sv Assault ,1,,27996
15-11-2020,"November 2020: In Lima Province, a female student was forced to undress while in police custody. She had been arrested for taking part in the recent demonstrations against the government of Manuel Merino.",Peru,PER,Lima,-12.04544831,-77.04563111,(2) 25 km Precision ,Police Station,Police,National Police of Peru,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",StrippedNaked/TornClothes,SV by security personnel,Intimation,1,,27931
13-11-2020,"November 2020: In Maniema province, a 16-year-old girl was raped by six suspected FARDC soldiers who also shot and injured three other civilians. ",DRC,COD,Maniema,-4.020011195,27.53508555,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,Forces Arm??es de la R??publique D??mocratique du Congo,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,SV by security personnel,Gang SV Assault,1,,27917
12-11-2020,"November 2020: In Benue State, a 13-year-old secondary school girl was raped by a police officer in the Mobile Police Quarters. The incident triggered unrest by community members who vandalised the police station.",Nigeria,NGA,Benue,7.702537656,9.214699351,"(3) District, Communicipality or Commune ",Police Station,Police,Nigeria Police Force,Single Serpetrator,Not Applicable: No Direct Violence,Civilian,Female,"Minor, ",Rape,SV by security personnel,Single Rape/sv Assault ,1,,27669
11-11-2020,"November 2020: In Tigray region, a 37-year-old woman was abducted and held captive for 15 days by 13 Eritrean soldiers. The woman was also verbally and physically abused.  This incident was reported in August 2021. ",Ethiopia,ETH,Tigray,14.39381102,37.77473734,"(3) District, Communicipality or Commune ",In Captivity,Foreign Force: Military,Eritrean Defence Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,28814
04-11-2020,"November 2020: Nearly a dozen unidentified armed men stormed a private high school, where they forced students and teachers to strip naked and physically assaulted them. They then ransacked the building and set a large part of it ablaze. Teachers were reportedly tortured.",Cameroon,CMR,Southwest,4.021124247,9.197958638,"(3) District, Communicipality or Commune ",School,NSA,Unidentified Armed Actor,Group Perpetrator,Arson,"Civilian, Educator",Unclear,"Minor, Adult, ",StrippedNaked/TornClothes,Educator Experienced Sexual Violence,Intimation,10,,26100
01-11-2020,"November 2020: In Tigray region, an 18-year-old woman was raped by two soldiers wearing civilian clothing who spoke Amharic as she attempted to flee for safety to Sudan. The incident was reported in August 2021. ",Ethiopia,ETH,Tigray,14.21406821,36.55406721,"(3) District, Communicipality or Commune ","Street, Road or Field",NSA,Amhara Special Forces (Ethiopia),Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,28818
25-10-2020,"October 2020: In Western Equatoria State, two girls aged 14 and 15 years were raped by two police officers whilst being held at a police station. The two girls were given medical treatment. ",South Sudan,SSD,Western Equatoria,4.914350537,29.46583321,(2) 25 km Precision ,Police Station,Police,South Sudan National Police Service,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,SV by security personnel,Mass SV Assault,2,,26327
20-10-2020,"October 2020: In Cyrenaica region, a military leader of the Libyan National Army was accused by a man of abducting his wife, raping her, and forcefully divorcing her from him. Meanwhile, the wife herself denied all her ex husband's allegations, claiming that she divorced him 20 days earlier for negligence. ",Libya,LBY,As-Sabiri,32.12917806,20.08086209,(2) 25 km Precision ,In Captivity,NSA,Libyan National Army,Single Serpetrator,Not Applicable: No Direct Violence,Civilian,Female,"Adult, ",Rape,CRSV,Single Rape/sv Assault ,1,,26329
14-10-2020,"October 2020: In Eastern Equatoria state, a 45 year-old and 23 year-old women were abducted by three gunmen. The 23 year-old woman was raped whilst in captivity. The perpetrators also stole 172 goats, 14 of which were recovered. One perpetrator has been arrested. ",South Sudan,SSD,Eastern Equatoria,4.412593189,32.56667312,"(3) District, Communicipality or Commune ",In Captivity,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,26326
12-10-2020,"October 2020: In San Luis Potosi state, a woman was kidnapped, sexually abused, beaten and robbed by military soldiers with the identification number 3011. They covered her face and took her to any empty area where she was gang raped. She was later threatened and released. ",Mexico,MEX,San Luis Potosi,23.6457822,-100.6434633,(2) 25 km Precision ,In Captivity,Armed Forces of Government or Self-Declared Government,Mexican Army,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Gang SV Assault,1,,26328
10-10-2020,"In Fakirhat upazila, Khulna division, Bagerhat district, four men (a taxi driver and three construction and agriculture workers) gang-raped a female NGO worker at her house during the night. The rapists filmed their attack in a blackmail attempt and stole money and gold ornaments from her house. Patrol police arrested one of the rapists but three others escaped. ",Bangladesh,BGD,Khulna Division,22.78073434,89.7121456,"(3) District, Communicipality or Commune ",Victims Home,Criminal,Criminal,Group Perpetrator,No Information on the Weapon Used,Aid Worker,Female,"Adult, ",Rape,Aid Workers Experienced Sexual Violence,Gang SV Assault,1,,26125
09-10-2020,"October 2020: In Rutana province four young girls, some of whom were students, were raped by an Imbonerakure. He was later arrested by police forces in Rutana. ",Burundi,BDI,Rutana,-4.008109995,29.92881609,(2) 25 km Precision ,Victims Home,NSA,Imbonerakure (Burundi),Single Serpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,One to Many Rape,4,,26287
08-10-2020,"October 2020: In Central Equatoria State, 24 SSPDF soldiers were arrested and convicted of committing crimes of sexual violence between 2019 - 2020. They were charged with rape, looting, killing, and selling of weapons. ",South Sudan,SSD,Central Equatoria,4.094411135,30.5640479,"(4) Province, State, Governorate ",No Information,Armed Forces of Government or Self-Declared Government,South Sudan People's Defence Force,Group Perpetrator,Firearms,Civilian,ProbablyFemale,"Adult, ",Rape,SV by security personnel,Mass SV Assault,2,,26325
06-10-2020,"October 2020: In Haut-Katanga province, at least four girls were raped by a group of unidentified men dressed in blue uniforms. The perpetrators broke into various home and also shot and killed a university student. ",DRC,COD,Haut-Katanga,-11.62443858,27.59685433,(2) 25 km Precision ,Victims Home,Police,DRC National Police,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,SV by security personnel,Mass SV Assault,4,1,26323
04-10-2020,"October 2020: In North Kivu province, a woman was kidnapped and raped by unidentified armed men who raided the town. They demanded a ransom of $10,000 for the woman's release. ",DRC,COD,North Kivu,-1.187125138,29.44576268,(2) 25 km Precision ,In Captivity,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,26288
03-10-2020,"October 2020: In Warrap state, a 16 year-old girl was shot and then raped by an unknown gunman. ",South Sudan,SSD,Warrap,8.287598849,27.9821896,(2) 25 km Precision ,"Street, Road or Field",NSA,Unidentified Armed Actor,Single Serpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Single Rape/sv Assault ,1,1,26324
27-09-2020,"September 2020: In Central Darfur state, a 50-year old woman was raped and a man injured by gunfire during an attack on a group of people returning from the market in Tur by armed bandits riding horses and donkeys. The perpetrators stole money and a donkey from the civilians",Sudan,SDN,Central Darfur,12.85489226,24.10700302,(2) 25 km Precision ,"Street, Road or Field",NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,29070
21-09-2020,"September 2020: In Central Darfur state, a 41-year old IDP woman was raped and beaten to death by 10 armed men firing shots in the area, causing farmers to flee. The attack happened at around 2 oÉ??clock in the morning",Sudan,SDN,Central Darfur,12.96416918,23.85131836,(2) 25 km Precision ,"Street, Road or Field",NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,1,29071
12-09-2020,"September 2020: armed combatants raped two women during an incursion in the village, abducted a businessman and stole farm animals and other goods.  (text analyzed via Smart Panel)",DRC,COD,North Kivu,-0.161636092,29.23338347,"(3) District, Communicipality or Commune ",No Information,NSA,Mai Mai militia,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,2,,25877
11-09-2020,September 2020: Two nurses and an unknown number of patients were raped by 14 armed men. They stole money and blood stocks and robbed several patients.,DRC,COD,Kisenso,-4.404541851,15.35000335,(2) 25 km Precision ,Health Facility,NSA,Unidentified Armed Actor,Group Perpetrator,Knife,"Health Worker, Civilian",ProbablyFemale,"Adult, Unspecified, ",Rape,Health Workers Experienced Sexual Violence,Mass SV Assault,4,,25875
11-09-2020,"September 2020: In North Kivu province, during an attack on the village Mai-Mai Kifuafua Delphin Mbaenda raped 11 women, wounded five men, set fire to houses, and stole goods",DRC,COD,North Kivu,-1.437684803,28.06594919,"(3) District, Communicipality or Commune ",No Information,NSA,Mai Mai militia,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,11,,25876
09-09-2020,September 2020: A female INGO was trapped in a tent by a male beneficiary in an informal settlement. Another assessor intervened and forced the door open.,Lebanon,LBN,Baalbek-Hermel Governorate,34.0024433,36.20878029,"(4) Province, State, Governorate ",Project Site,Civilian,Refugees/IDPs,Single Serpetrator,No Information on the Weapon Used,Aid Worker,Female,"Adult, ",AttemptedSexualAssault,Aid Workers Experienced Sexual Violence,Single Rape/sv Assault ,1,,27206
09-09-2020,"September 2020: In Western Equatoria state, an elderly woman was raped by two armed men. ",South Sudan,SSD,Western Equatoria,5.393560195,27.25416183,(2) 25 km Precision ,No Information,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,28625
09-09-2020,Around 09 September 2020: At least four IDP women were raped by armed militiamen while working in the fields. ,DRC,COD,Ituri,1.450315043,29.86983504,(2) 25 km Precision ,"Street, Road or Field",NSA,Militia,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,5,,25866
31-08-2020,"August 2020: In South Kivu province, a girl was raped during an attack by Ngumino, Twiganeho, and Makanika fighters on FARDC positions in the area.",DRC,COD,South Kivu,-3.080180315,28.44223164,"(3) District, Communicipality or Commune ",No Information,Multiple,"Forces arm??es de la R??publique d??mocratique du Congo, Mai Mai militia",Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,,25808
30-08-2020,August 2020: a group of armed men broke into a building whith students and raped at least one girl during an attack. Students were robbed of phones and other goods.,DRC,COD,Upper Uele,2.76379153,27.61193855,(2) 25 km Precision ,School,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Mass SV Assault,2,,25807
27-08-2020,August 2020: In Houthi security forces reportedly raped a 12-year-old boy as punishment for disobeying his grandfather. Another Houthi supervisor reportedly raped a seven-year-old girl in her grandmother's custody. ,Yemen,YEM,Ta'izz Governorate,13.65766363,43.68735757,"(3) District, Communicipality or Commune ",No Information,NSA,Shia al-Houthi rebels,Multiple,Firearms,Civilian,"Female, Male","Minor, ",Rape,CRSV,One to Many RapeMass SV Assault,2,,25860
26-08-2020,August 2020: A female volunteer for a health INGO was grabbed at by a male beneficiary when conducting emergency shelter assessments. A casual volunteer intervened and they left the area.,Lebanon,LBN,Beirut Governorate,33.89318284,35.48205277,(2) 25 km Precision ,Project Site,Civilian,Refugees/IDPs,Single Serpetrator,No Information on the Weapon Used,Aid Worker,Female,"Adult, ",AttemptedSexualAssault,Aid Workers Experienced Sexual Violence,Single Rape/sv Assault ,1,,27199
24-08-2020,"August 2020: In Idlib governorate, pro-regime militiamen stormed a farm and gang-raped the farmer's wife and his three daughters",Syria,SYR,Idlib Governorate,35.43587127,36.65107268,(2) 25 km Precision ,Victims Home,NSA,Militia,Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,CRSV,Mass SV Assault,4,,25857
24-08-2020,"August 2020: In Ituri province, unidentified men armed with firearms and machetes raped three girls, aged 13, 15 and 20, all from the same family, before looting goods from their home. ",DRC,COD,Ituri,1.936658096,30.04486093,(2) 25 km Precision ,Victims Home,NSA,Unidentified Armed Actor,Group Perpetrator,Knife,Civilian,Female,"Minor, Adult, ",Rape,CRSV,Mass SV Assault,3,,25806
24-08-2020," August 2020: In Rio de Janeiro city, a woman was raped inside her home by a Military Police officer who had entered her home to collect details on a report for another incident ",Brazil,BRA,Rio de Janeiro,-22.97224953,-43.18496563,(2) 25 km Precision ,Victims Home,Police,Military Police (Brazil),Single Serpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Single Rape/sv Assault ,1,,25865
19-08-2020,"August 2020: In North Darfur state, four armed pastoralists severely beat and attempted to rape a female farmer.",Sudan,SDN,North Darfur State,13.64732136,23.93841551,"(3) District, Communicipality or Commune ","Street, Road or Field",NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",AttemptedSexualAssault,CRSV,Gang SV Assault,1,,25834
16-08-2020,"August 2020: In South Kivu province, FNL Nzabampema armed men raped a 16-year-old girl.  ",DRC,COD,South Kivu,-3.406499613,29.13231109,"(3) District, Communicipality or Commune ",No Information,NSA,Forces nationales de lib??ration (Burundi),Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Gang SV Assault,1,,25805
15-08-2020,August 2020: A woman was raped by security forces in a bar.,Mozambique,MOZ,Cabo Delgado Province,-12.22963507,40.14541612,(2) 25 km Precision ,"Public Building, Market or Public Area",Armed Forces of Government or Self-Declared Government,Mozambique Defence Armed Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Gang SV Assault,1,,25831
15-08-2020,August 2020: A woman was raped by seven soldiers while on her way from Macomia town to her home.,Mozambique,MOZ,Cabo Delgado Province,-12.24070738,40.15228848,(2) 25 km Precision ,"Street, Road or Field",Armed Forces of Government or Self-Declared Government,Mozambique Defence Armed Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Gang SV Assault,1,,25810
08-08-2020,August 2020: military forces abducted and sexually tortured the niece of a former director in the Ministry of Sports and Recreation and political activist. She was found later that day. ,Zimbabwe,ZWE,Bulawayo Province,-20.15974285,28.5912323,(2) 25 km Precision ,In Captivity,Armed Forces of Government or Self-Declared Government,Zimbabwe National Army,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",SexualAssault,SV by security personnel,Gang SV Assault,1,,25853
08-08-2020,"August 2020: In Warrap state, soldiers sexually assaulted several women during clashes with armed youth. One woman was gang-raped by 10 soldiers.",South Sudan,SSD,Warrap,7.950436835,28.65818279,"(3) District, Communicipality or Commune ",No Information,Armed Forces of Government or Self-Declared Government,South Sudan People's Defence Force,Group Perpetrator,Firearms,Civilian,Female,"Adult, ","Rape, SexualAssault",SV by security personnel,Mass SV Assault,2,,25832
04-08-2020,"August 2020: In Western Equatoria state, eight armed men - four in military uniform - looted a house and raped two female teenagers at gunpoint. Three phones, solar panels and money were looted. Six men have been arrested.",South Sudan,SSD,Western Equatoria,5.315235907,30.31324088,(2) 25 km Precision ,Victims Home,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Mass SV Assault,2,,25833
02-08-2020,"August 2020: In Jammu and Kashmir state, a woman was sexually assaulted by a police officer ",India,IND,Jammu and Kashmir,32.637062,74.91439513,(2) 25 km Precision ,No Information,Police,India Police,Single Serpetrator,Firearms,Civilian,Female,"Adult, ",SexualAssault,SV by security personnel,Single Rape/sv Assault ,1,,25856
01-08-2020,"August 2020: In Eastern Cape province, a police colonel has been dismissed following an investigation into rape allegations of an 8-year-old girl. This incident was reported on 05 January 2021.",South Africa,ZAF,Eastern Cape,-33.96268648,25.61512338,(2) 25 km Precision ,No Information,Police,South African Police,Single Serpetrator,Firearms,Civilian,Female,"Minor, ",Rape,SV by security personnel,Single Rape/sv Assault ,1,,30446
01-08-2020,August 2020: In Murray IDP Camp  a woman was stripped half naked and insulted by a police officer during an attack by police on a group of people who were not obeying Coronavirus rules.,Swaziland,SWZ,Manzini,-26.50498883,31.37322558,(2) 25 km Precision ,Refugee/IDP Settlement,Police,Royal Eswatini Police Service,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",StrippedNaked/TornClothes,SV by security personnel,Intimation,1,,25835
01-08-2020,"August 2020: MDC members and other civilians were arrested by soldiers and police, over an anti-government demonstration. One of the MDC members was sexually assaulted. ",Zimbabwe,ZWE,Harare,-17.83938874,31.04647066,(2) 25 km Precision ,Under Arrest/Detention,Multiple,"Zimbabwe National Army, Zimbabwe Republic Police",Group Perpetrator,Firearms,Civilian,Unclear,"Unspecified, ",SexualAssault,SV by security personnel,Gang SV Assault,1,,25846
01-08-2020,"September 2020: In gun state, police arrested a male teacher of a private school, after a 15-year-old student informed the school proprietress that he had been raping and blackmailing her repeatedly since the reopening of the school. ",Nigeria,NGA,Ogun State,6.577303118,3.430502584,"(4) Province, State, Governorate ",School,Employee,Employee,Single Serpetrator,Unarmed Perpetrator,Civilian,Female,"Minor, ",Rape,Safeguarding,Single Rape/sv Assault ,1,,25739
23-07-2020,"July 2020: In Central Equatoria state, SSPDF conducted a counter-insurgency campaign in the area where they were accused of raping and killing civilians, and engaging in looting. Hundreds of people were displaced.",South Sudan,SSD,Central Equatoria,4.147706521,31.69031601,(2) 25 km Precision ,Not Applicable,Armed Forces of Government or Self-Declared Government,South Sudan People's Defence Force,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Mass SV Assault,3,,28626
21-07-2020,"July 2020: In Al Hudaydah governorate, a National Resistance fighter raped a 7-year-old girl.",Yemen,YEM,Al Hudaydah Governorate,13.92962421,43.48281052,(2) 25 km Precision ,No Information,NSA,Yemeni National Resistance,Single Serpetrator,Firearms,Civilian,Female,"Minor, ",Rape,CRSV,Single Rape/sv Assault ,1,,25764
19-07-2020,"July 2020: In Unity state, sexual violence including rape is occurring more and more frequently inside Yida Refugee camp",South Sudan,SSD,Unity,8.4582525,29.9560547,"(4) Province, State, Governorate ",Refugee/IDP Settlement,No Information,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,SV of Beneficiaries,Mass SV Assault,2,,25800
18-07-2020,"July 2020: In Ituri province, Coalition of Congolese Democrats (CODECO) militiamen raped seven women during an attack on the village.",Uganda,UGA,Kabarole,2.028156033,30.79723428,(2) 25 km Precision ,No Information,NSA,Coalition of Congolese Democrats (Armed Wing),Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,7,,25787
17-07-2020,"July 2020: In North Darfur state, two female IDPs were raped by militiamen north-east of Kassab IDP Camp.",Sudan,SDN,North Darfur State,14.21823894,24.62568529,(2) 25 km Precision ,No Information,NSA,Militia,Group Perpetrator,Firearms,Civilian,Female,"Unspecified, ",Rape,CRSV,Mass SV Assault,2,,25803
16-07-2020,"July 2020: In Ituri province, two FARDC soldiers raped a 15-year-old girl after breaking into her home. Both suspects were reportedly arrested",DRC,COD,Ituri,0.853125518,29.25684898,(2) 25 km Precision ,Victims Home,Armed Forces of Government or Self-Declared Government,Forces Arm??es de la R??publique D??mocratique du Congo,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,SV by security personnel,Gang SV Assault,1,,25781
11-07-2020,"July 2020: In Lakes state, seven South Sudan People's Defence Forces (SSPDF) soldiers raped two women and a 10-year-old girl. Two perpetrators were reportedly arrested.",South Sudan,SSD,Lakes,6.897344666,29.41972235,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,South Sudan People's Defence Force,Group Perpetrator,Firearms,Civilian,Female,"Minor, Adult, ",Rape,SV by security personnel,Mass SV Assault,3,,25788
09-07-2020,"July 2020: In Bujumbura Mairie province, an unidentified armed group abducted and raped a female lawyer. ",Burundi,BDI,No Information,-3.376253582,29.35960601,(6) Country,No Information,NSA,Unidentified Armed Actor,Group Perpetrator,No Information on the Weapon Used,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,25197
07-07-2020,"July 2020: In Muyinga province, communal or provincial government administrators attacked and raped a 14-year-old girl.",Burundi,BDI,Muyinga,-2.429195916,30.48442661,(2) 25 km Precision ,No Information,Civilian,Government official,Group Perpetrator,Firearms,Civilian,Female,"Minor, ",Rape,Other,Gang SV Assault,1,,25778
06-07-2020,"July 2020: In North Kivu province, three women were raped, and two men killed in an attack on Matenge village by the Nyatura Domi militants under the Collective of Movements for Change (CMC) alliance who also stole livestock and other goods",DRC,COD,North Kivu,-1.439057661,28.08380836,(2) 25 km Precision ,No Information,NSA,Collective of Movements for Change in Congo (CMC),Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,3,,25780
02-07-2020,"July 2020: In Ituri province, five women were sexually assaulted by South Sudanese military forces. More than 50 houses were burned. ",DRC,COD,Ituri,3.401016139,30.76858591,(2) 25 km Precision ,No Information,Foreign Force: Military,South Sudan People's Defence Force,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",SexualAssault,SV by security personnel,Mass SV Assault,5,,25779
01-07-2020,"July 2020: In South Darfur state, a woman was raped by three men in army uniforms, suspected to be Sudanese Armed Forces. ",Sudan,SDN,South Darfur State,12.02857599,24.84369262,(2) 25 km Precision ,No Information,Armed Forces of Government or Self-Declared Government,Sudanese Armed Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,25802
01-07-2020,"July 2020: In Central Equatoria, a pregnant woman was raped by four armed men who broke into her house.",South Sudan,SSD,Central Equatoria,4.877272118,31.51652408,(2) 25 km Precision ,Victims Home,NSA,Unidentified Armed Actor,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Gang SV Assault,1,,28673
01-07-2020,"June 2021: In Central Equatoria State, a sergeant in the South Sudan PeopleÉ??s Defense Forces was sentenced to ten years in prison for abducting and molesting a 14-year-old schoolgirl last July 2020",South Sudan,SSD,Central Equatoria,4.863995759,31.5866375,(2) 25 km Precision ,In Captivity,Armed Forces of Government or Self-Declared Government,South Sudan People's Defence Force,Single Serpetrator,Firearms,Civilian,Female,"Minor, ",SexualAssault,SV by security personnel,Single Rape/sv Assault ,1,,28566
30-06-2020,"June 2020: In  Rakhine state, an ethnic Rakhine woman was raped by three uniformed Myanmar soldiers. The military denied the allegations. In December 2020 the woman won a legal battle with the military and the three soldiers were jailed. ",Myanmar,MMR,Rakhine,20.48780847,92.7526507,(2) 25 km Precision ,Victims Home,Armed Forces of Government or Self-Declared Government,Myanmar Armed Forces,Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,SV by security personnel,Gang SV Assault,1,,25766
23-06-2020,"June 2020: In North Kivu, a Mai-Mai FPP commander known as Kabido reportedly raped two women.",DRC,COD,North Kivu,-0.163421409,29.2387376,"(3) District, Communicipality or Commune ",No Information,NSA,Mai Mai militia,Single Serpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,One to Many Rape,2,,25652
22-06-2020,June 2020: increasing number of militiamen and armed security forces have been raping displaced women and girls as they leave their camp for work.,Sudan,SDN,North Darfur State,13.60327813,25.36195072,(2) 25 km Precision ,No Information,Multiple,"Militia, Sudanese Armed Forces",Group Perpetrator,Firearms,Civilian,Female,"Adult, ",Rape,CRSV,Mass SV Assault,2,,25753
